sentence,target
The phone we replaced was very cheap but worked perfectly for us until I dropped it into a bucket of water.,0
We looked around quite a bit at all the choices now available.,0
We like Panasonic products so decided to give this phone a try.,0
I wish you could try the phone out at the store because we never would have bought it.,1
The sound quality wasn't good at all for us.,1
"While talking, the phone was very echoey...people sounded like they were a million miles away.",0
"Thinking it might be our phone line, we took it to a friend's house and the same thing happened.",0
We returned it and got another one ( same phone ) just to give it another try.,0
Same problem.,0
"So, we ended up returning it and finding another model.",0
I've had the 2431 for 3 years.,0
I may have gotten 3 hours use from it.,0
It works fine for the first 5 or 10 minutes and that's when the volume fades.,0
Then it returns and then it fades again and doesn't stop.,1
Calling support was the fastest way to get the run-around that I've ever seen.,0
No help at all but they are willing to let you call back.,1
Still no help.,1
I packaged and mailed it back and after many weeks was sent a brand new replacement.,0
Same problem.,0
"I eliminated all environmental possibilities such as disconnecting other phones, computer, VCR, etc.",0
The problem still existed.,0
I've learned a $ 130 lesson,0
I bought this because my old Panasonic KX-TCM526BXB which was about 4 years old bit the dust.,0
I started buying cordless phones starting with the cheapest( then returning them and upgrading ) to this one which is the most expensive and none has a range of more than 30 yards.,1
My old panasonic used to go at least 50 yards.,0
"Also, it should be clearer but it isn't as I found a lot of interference, especially if you move more than 5 yards away from the base.",1
The only thing good about the product is it looks pretty,0
Pros: Great phone while it worked!,0
Cons: Should last more than three year.,0
Have had same problem with other Panasonic phones also.,0
After three years display on handset died.,0
Cannot recommend for durability an longevity.,1
I have had the same problem with other Panasonic phone systems before.,0
"They use to make the best, I will look at other brands in the future.",0
I purchased this phone with one KX-TGA271V accessory handset and one KX-TGA272S ( with the built-in clock ).,0
The standard handsets have very poor battery life but oddly the bigger clock-handset has very good battery life.,0
"Unfortunately, this is not a particularly comfortable phone to use and the ones that are comfortable discharge in a matter of minutes.",1
I followed the instructions for re-charging the batteries carefully and have replaced the batteries to no avail.,1
The feature set is fine but the the phone dies before you can get a chance to enjoy them.,0
They die without warning and it is a real nuisance.,1
"I intend to try the Energizer ER-P511 recommended in the review by jvas2, Dec 18'03 but I would think Panasonic could provide a workable battery with their product.",0
Pros: looks nice,0
"Cons: poor sound, cheap feel, died after 8 months",0
"This phone is all show no go, it looked good in the store, but is cheaply builts and has very poor sound qualit",1
"After just one year, displays in both handsets died.",0
"For the price, I expected decent quality.",0
Don't leave the phone off the handset charger for any length of time either--they go dead within one day.,1
Very bad performance!!,0
I purchased this phone about a year ago.,0
All the features that this phone offered ( along with it's price ) is what attracted me to this particular phone.,0
"I couldn't find anything that compared, however...I'm highly dissapointed in this Panasonic product.",0
"I've called Panasonic service, they attempted to help, but my receipt is long gone....so I'm out of luck.",0
"Since purchasing this phone, I've had problems with loosing ( or should I say ) fading conversations and clicking noises in the phone.",0
"I originally thought I had a phone line problem, but that wasn't the case.",1
Finally I thought that the phone was perhaps a lemon and I would try it again.,0
I went out and purchased the exact same phone just last week.,0
"Since purchasing the new one, I'm starting to notice the same problems.",0
It goes back to the store for a refund tomorrow and I'll try my luck with another brand.,0
"Great features and low cost is attractive, but it's not worth me having to wonder if Panasonic just isn't up to par when it comes to cordless phone technology.",1
My goal was to replace a 900Mhz Vtech cordless phone that we've had for several years and an old tape-based answering machine with a single device.,0
"My old cordless still works, but won't hold a charge well, so I was able to use it for sound quality comparisons.",0
I saw this phone with the two handsets for a good price and gave it a try.,0
"My findings seem to indicate that you simply cannot get the voice clarity and sound quality from ANY digital cordless that you can from an analog phone, period.",1
"I came to this conclusion after trying three other 2.4Ghz digital phones ( including this phone, another Panasonic, and a Motorola ) and comparing to my still-working old 900 Mhz cordless.",0
I finally found a 900 Mhz cordless with an answering system and finally foud one that sounded as good as my old phone.,0
"By the way, you can still find both 900Mhz Analog cordless phones and some 2.4 GHz ones as well.",0
Vtech has quite a few ( check www.vtechphones.com ).,0
"None of them have as many features as the digital phones though, which must by why they are now far more popular, despite the sound problems associated with digital.",1
"I'll admit, I didn't try any of the newer 5.8 GHz phones.",1
Maybe they do a better job with digital and can match the clarity of an analog phone.,0
"Now, that said, if you're willing to let sound quality suffer ( hey, it's a PHONE for goodness sake, why let SOUND suffer? ) and are set on a 2.4Ghz Digital cordless, Panasonic has a pretty good offering.",0
Here's what I liked about this one:,0
*/SYM Speakerphone on each handset - cool!,0
*/SYM The size and weight of the handset feel pretty good.,0
It's thinner and ligher that other phones.,0
My wife noticed that immediately and liked it,0
*/SYM directional selector button for navigating menus - very easy.,0
Although the menu system on this model is not as intuitive as the Panasonic KX-TG2248S.,1
I seem to remember having to go to an odd place to add an entry to the phone book.,0
*/SYM 2 handsets are included and you can buy a third,0
*/SYM there's a built-in answering system on the base,0
What I didn't like about this phone:,0
*/SYM It sounds bad at BOTH ends of the conversation.,0
At times it almost sounds like a 1/2 duplex speaker phone does.,0
"When you first go off-hook, you hear a solid hiss.",0
"The hiss goes down, although it does not disapper once you start dialing.",0
"The person we were calling to test it said that this phone gave a""tinny"" sound to the voice.",0
"Switching to our old 900Mhz cordless mid-call resolved it, ans switching back would bring it back.",0
So we know it's the phone.,0
*/SYM The antenna is too long.,0
This is true of all Panasonic phones.,0
"If you like to sit back in the recliner or easy chair, you have to keep your head turned so the antenna doesn't poke the back of the chair.",0
I don't know why Panasonic went with that design.,0
I think it makes the phones look less modern too.,0
*/SYM There's no MEMO button on the answering machine!,1
We use that all the time.,0
"I didn't think anyone even made an answering machine without one, so I never thought to look.",1
"In fact, it's the lack of this feature that made me set this phone aside to try the KX-TG2248S even though it only has one handset included.",0
*/SYM There's no phone/speakerphone on the base,1
Go back to analog if you're actually concerned with how your phone sounds!,0
"I finally ended up with a Radio Shack 900 MHz cordless that came with 2 handsets and an answering system in the base -- on sale for $ 45! There's no speakerphone on the handset or fancy features, and only one can be used at once, but at least it sounds as good as the phone I'm replacing and gets rid of my old nasty sounding tape-based answering machine",1
"Well, I went for the panasonic name coz I understand they make ( or was it made? )",0
good phones.,0
"After i returned my KXTG1871 since it started acting funny, i bought this one.",0
"Well, went on fine for a few months.",0
Now it has started acting funny.,0
"From the beginning, there is no low battery indicator when you talk. the phone just disconnects!! hey, even a 10 buck phone has the decency to beep before cutting your conversation!",1
The advantages were the NiMH battery since NiCd is a pain after it dies out pretty soon.,0
"I bought this coz it had two handsets, a speaker phone, caller id, a phone book in each handset, an answering machine.",0
"That reminds me, the answering machine can be accessed remotely but you cannot delete the messages unless you are at the machine!! hey, if i go on vacation, my voice box is full and even if i check messages, most of them were from crappy sales people selling timeshares, i cannot delete them missing out on any important messages that someone may want to leave!",1
"For that matter, you cannot delete messages after checking them from the handset.",1
"yeah, come back to the damn base unit.",0
Recently i've noticed that the sound is very choppy.,0
this is a sure let down coz i paid 170 for the thing and its now 50 bucks cheaper but still not worth it.,1
"I had a SONY some years back that was the basic cordless phone/answering machine unit you get. it had such good features that except for the caller id, it had many things that this""advanced"" device doesn't have.",0
I am seriously thinking whether Panasonic are serious about their phones any longer since this was my third Panasonic in two years.,0
UPDATE:,0
"Since you are reading this review, I figure you want all the goodies that this phone suggest.",0
May I suggest look for these too in addition?,0
1. Ringer delay.,0
This one shows the CID after 2-3 rings,0
2. Talk time.,0
This one is unpredictable.,0
I charged it over night yesterday and in the morning it went **** though the battery indicator shows full.,0
3. 3-way calling using the Phone book.,0
"This is tricky, coz after you place one call, you want to use the phone book in the same handset to dial another number for a conference call.",0
"well, you are out of luck with this one coz the phone book is not accessible.",1
even my junk nokia cellphone is good.,0
"4. If you move from one area code to another, do you have to edit all phone entries that were local in the former area code or does it automatically add the area code to those numbers?",0
My $ 7 Bell equipment caller id i bought 5 years ago does that!,0
"Smart, eh?",0
"5. I'd love to have a phone that uses the AA size NiMH since you can charge them separately and if the battery is to die out, put the call on hold at the base probably and change the batteries not missing your conversation.",1
6. Would love to have a base battery backup instead of hooking my phone to my pc's UPS in case we have power blackouts like the last one ( god forbid!! ),0
7. the ringer volume setting is cool though i'd prefer a switch instead of menu driven.,0
"8. I'd prefer if i program my base unit to forward calls when i want it to, to some number i specify (either in person or from remote location.",0
I could do that in my SONY ) instead of paying the phone company every month for a feature i use once or twice a year.,0
"9. I'd like a""backlight"" button instead of having to press any button to see how long i am talking or walk upto some light source if i am outside under the nice starry sky talking either to someone interesting or pretty boring.",0
Some phones say they are 2.4GHz but require you to switch frequencies.,0
Atleast this one doesn't require you to do so.,1
The fidelity is very good.,0
This was a concern (kinda picky ).,0
The expansion capacity is also a plus.,0
"Range ( roughly 100 yards + ) is what I would expect, with very little static.",0
"Attractive base unit with large display, easy to use.",0
"Intuitive..., well made.",0
Sorry if the above review sounds a little... guarded.,0
I've purchased several of these devices with a lot of disappointment.,0
But this one is really great!,0
The base unit is corded and the handset sounds like a corded phone.,0
"There are mailboxes ( 3 ) and a lots of utility regarding privacy, conference, transferring, caller id, call waiting, paging, and even radio contact between several handsets.",0
"For those with really young kids, there is a""baby monitor"" mode!",0
"In short, this is a nicely designed phone system with a lot of expansion, sounds great and is priced well.",0
"The Panasonic TGA230B is not only a great phone as a single unit, but when purchased in a set as can be done at Sam's Club, the phone is perfect for the home.",1
"With the 230, you get a built in, easy to use, and VERY CLEAR speakerphone, all part of the light weight handset that has an add-on belt attachment for easily keeping your phone with you.",0
A simple push of a button returns you to handset use.,0
"All controls, from the four way rocker switch conveniently placed under the viewscreen, to all of the feature buttons, are intelligently placed with functions identified on the button or adjacent to it on the faceplate.",0
The included product documentation is excellent.,0
The built in display is clear and easy to read.,0
There's a contrast adjustment to allow for lighter or darker letters and digits.,0
"Among the features are multiple ring tones, again very handy if you have multiple units and want to identify one of them for the kids.",0
The ringer loudness control permits turning the ringer off.,0
"When purchased as part of a system, you've got a home intercom.",0
"Any unit can page any other, and there are kits that include a console unit that contains a charger and a multifaceted digital answering machine.",0
"Up to three phones and the console can be part of the intercom system, thereby giving you four units.",0
"The digital answerer has built in answer greetings or you can record your own, and it it's necessary to dissuade solicitors at mealtimes, the recorder can deliver its greeting and hang up.",0
Caller-id and call waiting caller-id work with all phones.,0
The answer machine console lets you monitor the incoming message before choosing to take the call.,0
Durable?,0
"I accidentally dropped a phone about three feet to a concrete floor; no damage, the battery door opened and the battery fell out, no damage to the case whatever.",1
Additional features include battery life indicator and a charging system that will not allow overcharging the battery.,1
There are many good 2.4 Ghz phones.,0
"Our family has always been happy with Panasonic products, looks like our new phones are no exception...",1
"I was looking for a full-featured, multi-handset phone system for my house.",0
"I tried the 2.4GHz and 5.8GHz Vtecs, and while they had the best features, looks, and form factor, they had poor quality sound.",0
"When I buy a phone, I don't want hiss.",1
The Panasonics are as clean as a wire-connected phone.,0
The range is excellent.,0
"I've heard other people complain about the battery life, but I've not found this to be a problem.",1
You can have up to 8 handsets with this unit.,0
The answering machine can be controlled from the handsets.,0
"I wish the base unit had more buttons for controlling the answering machine, but since I mostly check from the handsets, this is not much of an issue.",1
I do wish the answering machine had more memory - it fills up a lot faster than my old answering machine.,0
"However, it warns you far in advance when it is getting low.",0
The base unit does lack an audio indicator when you have new messages.,0
"My old panasonic answering machine had this, and I miss it.",0
"As far as looks and form-factor: It's a silver/blue space age look, which is a little over-the-top for my tastes.",0
I wish they had a basic black or white.,0
I also wish the size of the phone were more along the lines of a cell phone.,0
"However, my wife disagrees with me on this, and likes a'full size' phone.",0
The hands-free speakerphone for the handsets is great.,0
I use it a lot more than I expected.,0
"This phone has a lot of features, which you can look up at the panasonic web site.",0
I highly recommend this phone.,0
I have had this phone for about a month now.,0
So far it has been a great quality piece of equipment.,0
"It sounds good, has long range, includes tons of features and is Wi-Fi friendly.",0
First the phone sounds great.,0
"It is crisp and clear, even at long distances.",0
It has speakerphone both on the handset and the base station which is clear for both myself and the people I talk to.,0
The handset has a'booster' feature that you can flip on when you start going out of range.,0
"It uses more battery power, but helps to keep your signal strong when far away.",0
The main reason I avoided 2.4 GHZ phones for so long was the interference with my Wi-Fi network.,0
There have been numerous stories where people have invested a couple hundred in a nice phone and then have to return it or throw it away because it shuts down their Wi-Fi.,0
I got this phone from my parents as a gift and tried it out right next to my wireless Powerbook.,0
I was able to talk on the phone and surf the net with no problems.,1
The powerbook still maintained full signal.,0
"This phone also sports a lot of features, maybe too many for some.",0
I am a gadget geek so I am enjoying it.,0
My favorite feature is the 3 mailboxes ( so my roommate and I can have separate boxes ).,0
You can also transfer a caller to voicemail instead of taking a message for the other person!,0
No more pads of paper next to the phone.,1
The major con to this phone is the total dependency on the handset.,0
"There is no intuitive LCD on the base station, just a number readout for the messages received.",1
You have to have the handset to do all programming and adjustments to the phones features.,0
"If it isnt charged, your out of luck.",0
"The address book is also hard to get to, you have to click the down arrow, then side arrow, and then scroll through the names.",0
It should be a single button click to get to the address book.,0
"Intro- If you're a regular reader of my reviews, you might recall that I reviewed another Panasonic cordless not long ago.",1
That unit was the KX-TG2215B.,0
I initially liked that particular phone ( Which I selected based upon my very limited needs in a cordless unit ).,0
"However, Within a month or so, I began to notice that the battery seemed to be dying much faster than it should have.",0
"Before long, I'd have to charge it 12 hours just to get a few minutes worth of talk time.",0
"In spite of the fact that the phone was fine for my need otherwise, it ended up getting only a two star rating from me in the end.",0
A phone with a dead battery is utterly useless.,0
I eventually got rid of that one and just went back to using my old corded phone.,0
"Being someone who really hates a lot of wires, I tired of the old corded phone rather quickly.",0
I knew it wasn't going to be long before I purchased another cordless but I decided that I wasn't going to get burned twice in less than a year so I just kept my eyes open for good deals.,1
"I really very rarely ever talk to anyone over the phone so I can't justify spending any more than I have to in order to get a good, reliable cordless with the features I need.",0
My goal was to find a unit for less than $ 50.,0
"My criteria - For a cordless phone to be useful to me, I had a pretty good idea of the features I wanted.",0
"Other than the battery issue, I was very happy with the features and performance of the other Panasonic.",0
My must-have features were as follows:,0
*/SYM Powered by a high capacity Ni-MH battery pack,0
*/SYM 2.4GHz,0
*/SYM Backlit Caller ID,0
"*/SYM Digital security ( I'm not really sure how"" secure"" the digital security touted on some of today's cordless units is, but it's comforting to at least feel like you're protected from eavesdropping and other people placing calls through your line )",0
*/SYM Decent sound quality,0
*/SYM I used to have a phone with a backlit keypad and found it to be a very handy feature.,0
I always keep my phone by my bed and I like to know that I don't have to turn on the lights to place a call.,0
"Battery concerns - Once I noticed the battery problem in the old phone, I did some checking around on Epinions and elsewhere and found that most Panasonic cordless units that used the old Ni-cad battery packs had the same problem.",0
"Therefore, I decided that if I was going to go with another Panasonic, I was going to make sure the unit was powered by a NI-MH ( Nickel Metal Hydride ) battery pack.",0
"Ni-cad batteries were always plagued by what is known as the""memory"" effect.",0
"Basically, what this boils down to is the batteries needed to be almost fully drained before recharging.",0
Continuously topping off Ni-cad batteries can sometimes cause their capacity to gradually decrease more and more until they're totally useless.,0
"At any rate, this problem has been discussed enough on the Internet and in complaints to Panasonic that I figured any new Panasonic with a Ni-MH pack would probably be free of this particular problem.",0
"As you'll see, it seems I guessed correctly.",0
The newer Ni-MH batteries also aren't totally immune to this issue but they are much less likely to suffer from this memory effect.,0
"At any rate, I'm still amazed that with so many more advanced battery technologies around, cordless phone manufacturers continue to use Ni-cads.",0
The newer batteries are starting to appear in more and more phones recently though.,0
"Shopping- When it comes to me and wires, there's only so much I can take before I finally get tired of fighting with them.",0
Going back to a corded phone wasn't as easy a transition as I thought it'd be.,1
"Finally, about a week ago, I set out to buy a new cordless.",0
I looked at a lot of models in almost every store I could think of that sells them.,0
I couldn't seem to find all of the features I wanted for the price I was willing to pay.,0
"It seemed if the phone had a decent battery pack and caller ID, it was either not a 2.4 GHz phone or it was well overy the $ 50 mark.",1
"Yes, I saw plenty of cheap cordless units without caller ID.",1
"However, I've gotten so used to it that I don't know how I ever lived without it.",1
I finally ( somehow ) ended up at Wal-Mart.,0
I really very rarely shop there but it was a last ditch effort before giving up and going home.,0
It was there that I finally selected my new phone - The Panasonic KX-TG2214W.,0
"Yes, the"" W"" in the model number stands for white.",0
"In general, I like all of my electronics to be black.",0
It never seems to go out of fashion and it always blends in nicely with all of my other black gadgets.,1
I was a little disheartened to find that this model was only being sold in white but this particular model has a couple of features that really set it apart from the rest of the sub $ 50 phones.,0
"For starters, it has a high capacity ( 1500 mAh)Ni-MH battery pack.",0
The feature that sent it over the top was the lighted keypad.,0
It's almost unheard of for a phone with these features to be less than $ 50!,0
"Initial impressions - Ok, I've been through this before.",0
This phone looks and feels a lot like the older Panasonic that I bought just a few short months ago.,0
I was surprised to find that the white doesn't bother me as much as I thought it might.,0
"You'd probably expect any product made by such a reputable manufacturer as Panasonic would have a nice, solid look and feel and this unit is no exception.",1
It has absolutely no sloppy gaps anywhere that I can find.,1
"The layout of the keypad and caller ID is pretty nicely done, although I miss the old navigator key.",0
There's still a navigator key but it's not a four-way key like the one on the older units.,1
"Still, navigating through the menus and doing everything you need to do to set up the phone is all easy enough to learn once you read the manual ( And maybe even if you don't ).",0
"As it was with the older Panasonic, the Backlit caller ID has excellent contrast and is large enough to be read at a comfortable distance.",0
The keypad lights up whenever you hit buttons and when the phone rings.,0
"Oddly, there's no way to turn this feature off in the menu if you want to conserve power.",1
"I guess it's not a huge deal anyway, since the battery pack is listed a being good for over five hours of talk time and 14 days in standby.",1
Some of the features that are touted on this phone are:,0
*Voice Enhancer Technology- I haven't got a clue how this works but it does.,0
"As long as you don't turn the handset volume up to max, it has an overall pleasing effect.",0
Voices do sound more natural than on Panasonic's older 2.4 GHz units without this technology.,1
"Still, it's kind of gimmicky and you have to wonder why a company like Panasonic would need to""enhance"" the clarity of the call when last year's models were supposed to be so great ( According to their own packaging last year ).",0
"Backlit 3-line LCD - Frankly, I liked the display on the old phone slightly better.",0
"When this phone rings, if you have name and number caller ID service, it displays only the name first.",0
"This might seem a convenience but it doesn't help much when your caller ID service lists all cellular calls as"" Cellular call"".",1
"Of course, it eventually alternates and shows you the actual number but it takes a few seconds, valuable time when you're trying to decide whether or not to answer a call.",1
"The old phone, if I remember correctly, displayed both the name and the number in the same frame.",0
That's about the only gripe I have with the LCD.,0
"Otherwise, the text is clear and legible and as I mentioned, contrast is excellent ( and also adjustable if you don't like the default setting ).",1
This phone also has a 30 number memory for the caller ID and the ability to store 50 names and numbers ( Far more than I'll ever need ).,0
Ultra charge - It's nice to see that cordless manufacturers are finally taking notice of people's desperate pleas to shorten the length of time it takes to recharge the battery packs in their phones.,0
"On top of the incredible 14 day standby time for this battery pack, it will take a full charge in six hours.",0
This is a vast improvement but I guess these manufacturers expect us to forget that we're living in a world where you can charge your cell battery pack in three hours and keep a spare charged up and ready to go.,0
It's also the same world in which I can fully charge two AA Ni-MH cells for my digital camera in about an hour.,0
I guess it all boils down to cost.,0
Cordless phones already cost more than they should and I guess these companies are just happy that people buy them at all.,0
How does this phone sound?,0
"Well, I don't require audiophile sound from my telephones.",0
"If I can hear and understand what the person on the other end is saying and they can hear and understand me, I'm satisfied.",0
"Naturally, I'm not a big fan of static.",1
So far all of the calls I've made on this phone have been clear and relatively static free.,0
"It makes me wonder when I hear persistent complaints about static and""horrible audio quality"" with very similar phones in Panasonic's lineup.",0
"Maybe I'm just not as picky as some folks, who knows? ( Update: 12/04/03 ) As I've used the phone more in recent days, I have indeed noticed a slight""echo"" in the sound.",1
"Basically, you can kind of hear your own voice in a delayed sort of way after you speak.",0
It's not really bad though and doesn't really affect my overall impression or rating of the phone.,1
The only time when I noticed a really procounced form of this echo was when someone else in my house was on the other line at the same time.,0
The Speakerphone - Panasonic seems to be one of the few manufacturers that builds speakerphones into their handsets and sells them for a reasonable price.,0
The speakerphone on this one does what it's supposed to.,0
"I haven't used it much but when I have, it's given me the ability to talk hands free.",1
The sound comes out of the speaker on the rear of the handset loud and clear.,0
Is the battery issue resolved?,0
"Yes, I believe so.",0
I haven't encountered any of the problems that I had with the old phone in this unit.,1
"So far, both talk and standby times have been great!",0
Do I recommend this phone?,0
"Yes, with a slight reservation.",0
"If you demand absolute perfection in a cordless unit, you're almost certainly going to be spending far more than the $ 49.95 that I paid for this.",0
This unit isn't perfect and has some limitations.,0
I haven't tested the range but it works great in my apartment.,0
That's all the range I need.,0
"If you need more range, judging from some of the other reviews I've read about Panasonic's Gigarange line, you might want to look elsewhere.",0
My needs are very basic and this unit has features that I may not ever use.,1
"I haven't listed them all, as this review is already running long.",1
"We used to own a Siemens 2415, a predecessor to the 4215.",0
"The 2415 phone was great, but failed the drop and bounce test, we needed a new phone.",0
"We actually bought an ATandT 2.4Ghz phone first, assuming that the clarity of the calls we got with the 2415 was to do with the digital transmission on that frequency rather than something specific about the phone.",0
"That was a mistake, the ATandT calls were simply not that clear and the range of the phone was not as good as the 2415.",1
We returned the ATandT phone and bought a 4215 ( and another 4215 handset ).,0
This is a great phone.,0
For us the major issue with a phone more than features is the clarity of the calls and with the 4215 ( even in speakerphone mode ) it is exceptional.,0
"We did find you need to read the manual to learn how to use all of the features correctly, but the on-screen LCD prompts you for most things.",0
Range is great.,0
"With the base station at the rear of our house, we can use the phone with no loss of clarity outside at the front of our house, over 60 feet away.",1
I am sure it would go father but we do not have that need.,1
"In case anyway reading this is not aware, getting a 2.4Ghz or 5.8Ghz digital cordless is very different to getting an analog cordless phone.",1
Analog phone call quality is typically poorer and will degrade the further away from the base station you get.,0
You may also notice they have more visible antenna on both the base and the phone.,0
The other often missed difference is the security of your calls.,0
Its just too easy to receive analog telephone calls using something as cheap as a baby monitor!,0
You would not be able to listen into a digital cordless transmission as easily.,1
"The phone is packed with all the features you would expect, directory, caller id display and so on.",0
The answer machine does everything you could want including remote access.,0
"A small gripe would be that it comes with Ni-Cd rechargeable batteries and I would have preferred Ni-MH as these do not have the memory effect of Ni-Cd, however as the batteries are standard size AA rechargables you can replace them very easily with Ni-MH when the Ni-Cds give up.",1
One final cool feature is the voice activated dialing.,0
"Available on some cellular wireless phone for sometime now, the 4215 allows you to pick directory entries simply by speaking the persons name.",0
"As you can guess, I love this phone.",0
Pros: Easy set up/great features / understandable instructions / user friendly.,0
"Cons: Could have made the handset with a more comfortable, less irritating design for ear area.",0
Instructions are clear and the phone is easy to set up.,0
The features are incredible.,0
The fact that you can have extension phones all over the house is amazing.,0
"The phone book, once set up in any unit can be copied to all other phones.",0
"You can use the phone to page another phone, transfer a call, conference, or use like an intercom.",0
"It has a room monitoring feature, like for a baby's room, or if you were caring for someone who was really sick.",0
The distance from home with good reception is about 1000 feet.,0
There is a booster feature available but I have not tried it all the way to the hunting shack ( reason I chose 5.8 gh ).,1
"You don't have to use the""answering machine"".",0
"If you don't press the"" Answer On"" button, which is indicated by a red light, you will have a plain old regular phone.",1
I am a little dismayed that the answering machine will only hold 15 minutes of calls.,0
I'll have to remember to clear it more often.,0
The phone works great once you make adjustments in the setting up of the phone.,0
It's fun to use.,0
"We needed more cordless handsets, and add caller ID to our phone functionality.",0
"We are extremely happy with the sound clarity, reception, functionality, expandability, and value of this system.",0
We already own another 2.4GHz Panasonic cordless phone and we love it so we decided to stick with Panasonic and the 2.4GHz line:,0
http://www.epinions.com/elec-review-7DE9-27970EB-394FC57C-prod2,0
"While at Fry's ( to my surprise ), a sales associate actually helped us.",0
"I told her what I was looking at ( I was already holding a single Panasonic 2.4GHz unit ) when she ( to her credit ) showed us this model; which is the same technology, but has 2 handsets with one single basestation.",0
"That means that there is only one unit to plug to the phone jack, which both the handsets utilize.",0
The other minibase is just a charging station.,0
This allows you to put the other unit's minibase anywhere in the house near a power outlet ( much more common than a phone jack ).,0
"Plus, in the future we can add a 3rd handset and all 3 would still utilize the single main basestation.",0
"Each unit can intercom to each other, and all have caller ID using the crystal clear clarity of Panasonic's 2.4GHz.",0
All of this for under $ 100.,0
PHYSICAL FEATURES,0
The base station is reasonably small and has a telephone jack and wall-wort AC adaptor for power.,0
It is approximately 2 handsets in size and it allows you to place one handset (either one ) either face down or face up ( latter allows you to see caller ID without picking it up first ).,1
There are 3 intercom buttons which allow you to locate and intercom to any of the handset units.,0
A single antenna is used to transmit/receive with the handsets.,0
It's all enclosed in a clean white plastic casing.,0
The handsets are like long bars of soap and are easy to hold.,0
A rigid 3 inch antenna sticks out at the top and for the most part doesn't manage to get in the way.,1
An optional belt clip can be attached the the back of the phone and there is an mic/earphone jack for hands-free headsets ( which works well ).,0
"The buttons are reasonably laid out, but they are a little small for aging eyes ( over 60 ) to see.",0
"The OFF and CALL buttons, the most commonly pressed buttons ( think END and SEND on your cell phone ) are curiously smaller than the number pad, which makes it a short hunt for people unfamiliar with the unit to find... ie guests.",0
The screen is green back lit LCD display which is easy to read.,0
RECEPTION,0
"I was a little concerned that the basestation only has 1 antenna, compared to our older Panasonic 2.4GHz unit which has 2 antenna for diversity ( more immune to""pockets"" of bad reception ).",0
"However, in practice I have found that these units have extremely good reception and have yet to experience the pockets of bad reception anywhere in the house or garage.",0
The range easily covers our entire home property.,0
"I should also mention that in addition to our other 2.4GHz phone, we also have a 802.11b wireless network in our house ( which also uses the 2.4GHz spectrum ).",0
"We have never experienced any interference on the phone by the other devices, and we haven't noticed interference with our network.",1
CALLER ID AND OPERATION,0
"The phones are easy to use and bring a more""cell phone like"" functionality to the home phone.",0
"As calls come in, the phone performs caller ID.",0
"It takes till the 2nd ring to figure out the number, but I think this is typical.",0
"If you have previously saved the number and labelled it, then that text label will also show up with the number.",0
"Because the display has 2 lines, it's really nice to see both the number and the label at the same time.",0
"You can either push the CALL button for a dial tone and dial the desired number as a regular phone, or you can predial the number ( which means you can also backspace if you err ) and then press CALL ( like a cell phone ).",0
"All the standard functions like redial, flash, and constant button tones are all there.",0
"As mentioned above, there is a phone number directory which allows you to enter or save caller ID numbers with labels ( ie"" Grandma"" ) to a phone directory.",0
Manipulating the menu can be a little confusing and counter intuitive; this part could stand for improvement.,0
"However, the most annoying thing is that each hand set maintains it's own directory, which means you have to enter each entry twice; once for each phone, for both phones to have it.",0
There is no directory synchronization feature.,1
Panasonic should really consider adding this functionality.,0
It's not convenient to spontaneously add the caller ID received phone call to both directories.,1
"Not a show stopper, but it's something to be improved in future models.",1
"Each handset also has speaker phone capability, a wonderful feature for a handset.",0
An extra speaker on the back of the phone serves as the loud speaker.,0
Battery is a rechargeable NiCd which easily last several days.,0
SUMMARY,0
"Combine the clarity of 2.4GHz, the ease of a single basestation and remote charging station, caller ID, speaker phone, good battery life, and quality construction; these phones are easily the most used phones in our home.",0
"Set at a very reasonable price point ( for quality ), I can recommend this set to any body without hesitation.",1
Our Sony phones died after 7 years...which I don't think is too bad for a cordless phone.,1
"We wanted something less bulky, clear sound and easy to operate.",0
"My husband hates talking on the phone, so I had to find something light-weight and comfortable.",0
This phone has it all!,0
"2.4G is great for the country, and no problems near the microwave.",1
Lighted key pad helps in low light times.,0
"You can choose from 6 different ring tones, but it had no""regular"" phone ring, these are all very electronic sounding.",1
The intercom comes in handy when I'm upstairs and he is downstairs.,0
"And, having an extra handset with no need for a phone jack saved us some""renovations""",1
I have had the Panasonic 2 line system since last November and I really enjoy its feautres.,0
Even some companies fail to offer the features of this phone.,0
Here is my own review from personal everyday use.,0
I won't explain the answering machine in detail as it is a straight forward easy to use machine with 5 greetings and ring selections (2-7 ).,1
Answering Machine secret: There is a secret that I found out when I was playing around with the system seeing which settings I like.,0
On the answering system you can set up the main message and direct callers to different voicemail extensions.,0
It works like the automated attendant system so I don't see why Panasonic added this feature to the system.,1
Any idea?,0
Automated Attendant System:,0
This system has 5 greetings on two lines.,0
You can program the same greeting on both lines.,0
"For the pre-recorded greeting it is a bland lady saying"" Automated Attendent System please enter the extension you wish to reach"".",0
Change this before you play around with the settings.,0
"I love being able to call my house and press the extension number followed by the pound sign and it says"" Please wait a moment"".",0
"It can also say"" Sorry this line is busy"" when someone is on their extension and it lets you leave a message following the incomplete call handilng menu which is simple to use.",0
"It can even say"" Sorry there is no space for recording"" when your mailbox is full.",1
It will let you loop-back to the main greeting by pressing 2. No more hang-ups.,1
